120	128	0.000003085
120	128	0.000003071
120	128	0.000003081
120	128	0.000003061
120	128	0.000003095
120	128	0.000003310
120	128	0.000003102
120	128	0.000003117
120	128	0.000003114
120	128	0.000003345
120	128	0.000003115
120	128	0.000003329
120	128	0.000003081
120	128	0.000003332
120	128	0.000003091
120	128	0.000003114
120	128	0.000003320
120	128	0.000003049
120	128	0.000003085
120	128	0.000003096
120	128	0.000003071
120	128	0.000003095
120	128	0.000003362
120	128	0.000003103
120	128	0.000003035
120	128	0.000003310
120	128	0.000003086
120	128	0.000003094
120	128	0.000003014
120	128	0.000003006
120	128	0.000003028
120	128	0.000003100
120	128	0.000003341
120	128	0.000003094
120	128	0.000003100
120	128	0.000003043
120	128	0.000003045
120	128	0.000003101
120	128	0.000003097
120	128	0.000003340
120	128	0.000003065
120	128	0.000003324
120	128	0.000003122
120	128	0.000003097
120	128	0.000003026
120	128	0.000003050
120	128	0.000003334
120	128	0.000003364
120	128	0.000003358
120	128	0.000003360
120	128	0.000003057
120	128	0.000003369
120	128	0.000003322
120	128	0.000003032
120	128	0.000003016
120	128	0.000003043
120	128	0.000003061
120	128	0.000003053
120	128	0.000003127
120	128	0.000003313
120	128	0.000003024
120	128	0.000003005
120	128	0.000003051
120	128	0.000003044
120	128	0.000003037
120	128	0.000003045
120	128	0.000003310
120	128	0.000003000
120	128	0.000003042
120	128	0.000003043
120	128	0.000003053
120	128	0.000003087
120	128	0.000003060
120	128	0.000003310
120	128	0.000003338
120	128	0.000003183
120	128	0.000003350
120	128	0.000003346
120	128	0.000003037
120	128	0.000003100
120	128	0.000002996
120	128	0.000003117
120	128	0.000003081
120	128	0.000003108
120	128	0.000003040
120	128	0.000003099
120	128	0.000003101
120	128	0.000003034
120	128	0.000003086
120	128	0.000003125
120	128	0.000003326
120	128	0.000003108
120	128	0.000003083
120	128	0.000003037
120	128	0.000003111
120	128	0.000003107
120	128	0.000003064
120	128	0.000003065
120	128	0.000003077
120	128	0.000003070
120	256	0.000004498
120	256	0.000004569
120	256	0.000004577
120	256	0.000004561
120	256	0.000004567
120	256	0.000004527
120	256	0.000004508
120	256	0.000004496
120	256	0.000004537
120	256	0.000004826
120	256	0.000004833
120	256	0.000004816
120	256	0.000004489
120	256	0.000004549
120	256	0.000004576
120	256	0.000004558
120	256	0.000004526
120	256	0.000004572
120	256	0.000004499
120	256	0.000004828
120	256	0.000004828
120	256	0.000004568
120	256	0.000004557
120	256	0.000004547
120	256	0.000004508
120	256	0.000004530
120	256	0.000004558
120	256	0.000004521
120	256	0.000004562
120	256	0.000004871
120	256	0.000004809
120	256	0.000004500
120	256	0.000004824
120	256	0.000004809
120	256	0.000004678
120	256	0.000004693
120	256	0.000004515
120	256	0.000004512
120	256	0.000004831
120	256	0.000004525
120	256	0.000004544
120	256	0.000004569
120	256	0.000004541
120	256	0.000004510
120	256	0.000004524
120	256	0.000004532
120	256	0.000004525
120	256	0.000004622
120	256	0.000004802
120	256	0.000004497
120	256	0.000004544
120	256	0.000004506
120	256	0.000004496
120	256	0.000004560
120	256	0.000004551
120	256	0.000004515
120	256	0.000004828
120	256	0.000004549
120	256	0.000004548
120	256	0.000004500
120	256	0.000004562
120	256	0.000004525
120	256	0.000004494
120	256	0.000004545
120	256	0.000004785
120	256	0.000004529
120	256	0.000004499
120	256	0.000004558
120	256	0.000004533
120	256	0.000004559
120	256	0.000004802
120	256	0.000004519
120	256	0.000004525
120	256	0.000004839
120	256	0.000004554
120	256	0.000004515
120	256	0.000004585
120	256	0.000004548
120	256	0.000004508
120	256	0.000004507
120	256	0.000004523
120	256	0.000004792
120	256	0.000004523
120	256	0.000004586
120	256	0.000004563
120	256	0.000004535
120	256	0.000004757
120	256	0.000004570
120	256	0.000004806
120	256	0.000004825
120	256	0.000004816
120	256	0.000004553
120	256	0.000004504
120	256	0.000004513
120	256	0.000004789
120	256	0.000004821
120	256	0.000004821
120	256	0.000004553
120	256	0.000004547
120	256	0.000004503
120	380	0.000005817
120	380	0.000005603
120	380	0.000005610
120	380	0.000005573
120	380	0.000005533
120	380	0.000006108
120	380	0.000005532
120	380	0.000005602
120	380	0.000005578
120	380	0.000005807
120	380	0.000005592
120	380	0.000005544
120	380	0.000005814
120	380	0.000005525
120	380	0.000005536
120	380	0.000005571
120	380	0.000005535
120	380	0.000005619
120	380	0.000005530
120	380	0.000005844
120	380	0.000005549
120	380	0.000005810
120	380	0.000005617
120	380	0.000005530
120	380	0.000005612
120	380	0.000005609
120	380	0.000005630
120	380	0.000005764
120	380	0.000005614
120	380	0.000005812
120	380	0.000005618
120	380	0.000005571
120	380	0.000005616
120	380	0.000005534
120	380	0.000005649
120	380	0.000005623
120	380	0.000005798
120	380	0.000005516
120	380	0.000005608
120	380	0.000005834
120	380	0.000005516
120	380	0.000005613
120	380	0.000005858
120	380	0.000005836
120	380	0.000006536
120	380	0.000006568
120	380	0.000006448
120	380	0.000006521
120	380	0.000006793
120	380	0.000005618
120	380	0.000005544
120	380	0.000005582
120	380	0.000005802
120	380	0.000005823
120	380	0.000005623
120	380	0.000005816
120	380	0.000005616
120	380	0.000005819
120	380	0.000005612
120	380	0.000005623
120	380	0.000005607
120	380	0.000005578
120	380	0.000005803
120	380	0.000005777
120	380	0.000005624
120	380	0.000005804
120	380	0.000005502
120	380	0.000005803
120	380	0.000005612
120	380	0.000005825
120	380	0.000005815
120	380	0.000005836
120	380	0.000005844
120	380	0.000005633
120	380	0.000005538
120	380	0.000005817
120	380	0.000005806
120	380	0.000005613
120	380	0.000005810
