N	OPT_OLD
5100000	0.009053
5100000	0.009050
5100000	0.009059
5100000	0.009057
5100000	0.009057
5100000	0.009062
5100000	0.009050
5100000	0.009054
5100000	0.009054
5100000	0.009056
5100000	0.009043
5100000	0.009039
5100000	0.009044
5100000	0.009040
5100000	0.009046
5100000	0.009041
5900000	0.010458
5900000	0.010455
5900000	0.010456
5900000	0.010455
5900000	0.010451
5900000	0.010462
5900000	0.010460
5900000	0.010460
5900000	0.010461
5900000	0.010462
5900000	0.010461
5900000	0.010458
5900000	0.010460
5900000	0.010475
5900000	0.010470
5900000	0.010467
5900000	0.010474
5900000	0.010474
5900000	0.010468
5900000	0.010470
7800000	0.013851
7800000	0.013835
7800000	0.013840
7800000	0.013819
7800000	0.013822
7800000	0.013826
7800000	0.013824
7800000	0.013822
7800000	0.013820
7800000	0.013833
7800000	0.013839
7800000	0.013842
7800000	0.013834
7800000	0.013839
7800000	0.013837
7800000	0.013835
7800000	0.013832
7800000	0.013823
7800000	0.013821
7800000	0.013841
9500000	0.016883
9500000	0.016850
9500000	0.016875
9500000	0.016862
9500000	0.016842
9500000	0.016882
9500000	0.016859
9500000	0.016852
9500000	0.016830
9500000	0.016858
9500000	0.016856
9500000	0.016853
9500000	0.016846
9500000	0.016846
9500000	0.016845
9500000	0.016843
9500000	0.016847
9500000	0.016850
9500000	0.016860
9500000	0.016853
11800000	0.020924
11800000	0.020930
11800000	0.020926
11800000	0.020928
11800000	0.020925
11800000	0.020926
11800000	0.020955
11800000	0.020945
11800000	0.020923
11800000	0.020939
11800000	0.020943
11800000	0.020948
11800000	0.020934
11800000	0.020980
11800000	0.020934
11800000	0.020977
11800000	0.020960
11800000	0.020956
11800000	0.020955
11800000	0.020947
15900000	0.028236
15900000	0.028235
15900000	0.028230
15900000	0.028224
15900000	0.028240
15900000	0.028237
15900000	0.028227
15900000	0.028216
15900000	0.028235
15900000	0.028218
15900000	0.028193
15900000	0.028192
15900000	0.028223
15900000	0.028213
15900000	0.028198
15900000	0.028225
15900000	0.028196
15900000	0.028213
15900000	0.028184
15900000	0.028211
23900000	0.042393
23900000	0.042379
23900000	0.042385
23900000	0.042398
23900000	0.042406
23900000	0.042388
23900000	0.042410
23900000	0.042380
23900000	0.042403
23900000	0.042416
23900000	0.042405
23900000	0.042397
23900000	0.042387
23900000	0.042405
23900000	0.042424
23900000	0.042454
23900000	0.042769
23900000	0.042759
23900000	0.042769
23900000	0.042883
53000000	0.095110
53000000	0.094956
53000000	0.094830
53000000	0.094909
53000000	0.094882
53000000	0.095056
53000000	0.095034
53000000	0.094956
53000000	0.094971
53000000	0.095125
53000000	0.094866
53000000	0.094883
53000000	0.094933
53000000	0.095021
53000000	0.095016
53000000	0.094973
53000000	0.094944
53000000	0.095057
53000000	0.094976
53000000	0.094921
95000000	0.170357
95000000	0.170394
95000000	0.170240
95000000	0.170302
95000000	0.170176
95000000	0.170393
95000000	0.170343
95000000	0.170121
95000000	0.170168
95000000	0.170287
95000000	0.170167
95000000	0.170330
95000000	0.170200
95000000	0.170061
95000000	0.170013
95000000	0.170006
95000000	0.170166
95000000	0.170193
95000000	0.170300
95000000	0.170245
199000000	0.356744
199000000	0.356830
199000000	0.356528
199000000	0.356507
199000000	0.356838
199000000	0.356715
199000000	0.356861
199000000	0.357159
199000000	0.356491
199000000	0.356268
199000000	0.356807
199000000	0.356839
199000000	0.356610
199000000	0.356222
199000000	0.356292
199000000	0.356079
199000000	0.356582
199000000	0.356361
199000000	0.356658
199000000	0.356638
383000000	0.685963
383000000	0.686781
383000000	0.687314
383000000	0.686927
383000000	0.687205
383000000	0.687686
383000000	0.687360
383000000	0.687836
383000000	0.687504
383000000	0.687482
383000000	0.687633
383000000	0.687343
383000000	0.687440
383000000	0.687185
383000000	0.687795
383000000	0.687427
383000000	0.687273
383000000	0.685958
383000000	0.687644
383000000	0.686935
959000000	1.720064
959000000	1.719182
959000000	1.721861
959000000	1.722716
959000000	1.721208
959000000	1.720004
959000000	1.720117
959000000	1.718201
959000000	1.717502
959000000	1.720087
959000000	1.721186
959000000	1.719939
959000000	1.716421
959000000	1.717800
959000000	1.717792
959000000	1.717105
959000000	1.716689
959000000	1.716280
959000000	1.717246
959000000	1.717483
1910000000	3.419371
1910000000	3.420772
1910000000	3.421955
1910000000	3.419799
1910000000	3.420539
1910000000	3.418876
1910000000	3.419961
1910000000	3.425725
1910000000	3.424846
1910000000	3.420626
1910000000	3.421844
1910000000	3.419509
1910000000	3.420572
1910000000	3.418617
1910000000	3.423437
1910000000	3.425694
1910000000	3.425243
1910000000	3.422620
1910000000	3.423026
1910000000	3.421281
