N	OPT_OLD
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
3000	0.000005
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
4500	0.000008
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000013
7000	0.000013
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
7000	0.000012
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
9500	0.000017
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
12000	0.000021
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
17000	0.000030
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
25000	0.000045
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
34000	0.000061
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000071
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
40000	0.000072
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000101
56000	0.000101
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
56000	0.000100
78000	0.000139
78000	0.000139
78000	0.000139
78000	0.000139
78000	0.000139
78000	0.000139
78000	0.000141
78000	0.000141
78000	0.000141
78000	0.000140
78000	0.000140
78000	0.000140
78000	0.000140
78000	0.000140
78000	0.000141
78000	0.000140
78000	0.000140
78000	0.000140
78000	0.000140
78000	0.000139
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
95000	0.000169
110000	0.000195
110000	0.000195
110000	0.000195
110000	0.000195
110000	0.000195
110000	0.000195
110000	0.000195
110000	0.000196
110000	0.000196
110000	0.000195
110000	0.000196
110000	0.000197
110000	0.000195
110000	0.000195
110000	0.000196
110000	0.000196
110000	0.000196
110000	0.000195
110000	0.000195
110000	0.000195
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
160000	0.000284
250000	0.000443
250000	0.000443
250000	0.000444
250000	0.000443
250000	0.000443
250000	0.000444
250000	0.000443
250000	0.000443
250000	0.000443
250000	0.000444
250000	0.000443
250000	0.000443
250000	0.000443
250000	0.000444
250000	0.000444
250000	0.000443
250000	0.000443
250000	0.000443
250000	0.000443
250000	0.000443
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000568
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000567
320000	0.000568
320000	0.000568
320000	0.000568
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000692
390000	0.000693
390000	0.000692
390000	0.000691
390000	0.000692
390000	0.000691
570000	0.001010
570000	0.001011
570000	0.001015
570000	0.001013
570000	0.001012
570000	0.001012
570000	0.001014
570000	0.001014
570000	0.001014
570000	0.001013
570000	0.001012
570000	0.001011
570000	0.001009
570000	0.001014
570000	0.001012
570000	0.001012
570000	0.001012
570000	0.001010
570000	0.001010
570000	0.001009
820000	0.001452
820000	0.001453
820000	0.001453
820000	0.001452
820000	0.001454
820000	0.001453
820000	0.001453
820000	0.001453
820000	0.001454
820000	0.001459
820000	0.001456
820000	0.001457
820000	0.001454
820000	0.001454
820000	0.001453
820000	0.001453
820000	0.001456
820000	0.001456
820000	0.001454
820000	0.001454
1000000	0.001774
1000000	0.001775
1000000	0.001775
1000000	0.001775
1000000	0.001773
1000000	0.001773
1000000	0.001774
1000000	0.001774
1000000	0.001774
1000000	0.001774
1000000	0.001774
1000000	0.001774
1000000	0.001772
1000000	0.001771
1000000	0.001775
1000000	0.001778
1000000	0.001772
1000000	0.001773
1000000	0.001773
1000000	0.001777
1190000	0.002111
1190000	0.002111
1190000	0.002110
1190000	0.002110
1190000	0.002111
1190000	0.002111
1190000	0.002112
1190000	0.002112
1190000	0.002109
1190000	0.002109
1190000	0.002110
1190000	0.002110
1190000	0.002110
1190000	0.002110
1190000	0.002110
1190000	0.002112
1190000	0.002111
1190000	0.002111
1190000	0.002109
1190000	0.002110
1500000	0.002660
1500000	0.002662
1500000	0.002663
1500000	0.002660
1500000	0.002662
1500000	0.002659
1500000	0.002661
1500000	0.002663
1500000	0.002661
1500000	0.002661
1500000	0.002659
1500000	0.002659
1500000	0.002660
1500000	0.002659
1500000	0.002659
1500000	0.002658
1500000	0.002660
1500000	0.002660
1500000	0.002663
1500000	0.002659
1750000	0.003104
1750000	0.003106
1750000	0.003101
1750000	0.003104
1750000	0.003103
1750000	0.003102
1750000	0.003103
1750000	0.003104
1750000	0.003108
1750000	0.003104
1750000	0.003108
1750000	0.003106
1750000	0.003107
1750000	0.003105
1750000	0.003106
1750000	0.003106
1750000	0.003106
1750000	0.003106
1750000	0.003104
1750000	0.003107
1990000	0.003526
1990000	0.003525
1990000	0.003531
1990000	0.003530
1990000	0.003527
1990000	0.003532
1990000	0.003529
1990000	0.003532
1990000	0.003533
1990000	0.003531
1990000	0.003533
1990000	0.003535
1990000	0.003530
1990000	0.003531
1990000	0.003531
1990000	0.003525
1990000	0.003525
1990000	0.003527
1990000	0.003531
1990000	0.003533
2550000	0.004530
2550000	0.004523
2550000	0.004523
2550000	0.004532
2550000	0.004528
2550000	0.004525
2550000	0.004525
2550000	0.004527
2550000	0.004525
2550000	0.004534
2550000	0.004528
2550000	0.004527
2550000	0.004527
2550000	0.004526
2550000	0.004533
2550000	0.004521
2550000	0.004532
2550000	0.004520
2550000	0.004520
2550000	0.004527
3190000	0.005669
3190000	0.005662
3190000	0.005661
3190000	0.005666
3190000	0.005661
3190000	0.005661
3190000	0.005663
3190000	0.005663
3190000	0.005666
3190000	0.005673
3190000	0.005659
3190000	0.005655
3190000	0.005656
3190000	0.005655
3190000	0.005658
3190000	0.005658
3190000	0.005657
3190000	0.005657
3190000	0.005657
3190000	0.005656
4200000	0.007455
4200000	0.007455
4200000	0.007449
4200000	0.007463
4200000	0.007454
4200000	0.007450
4200000	0.007456
4200000	0.007465
4200000	0.007453
4200000	0.007448
4200000	0.007453
4200000	0.007448
4200000	0.007452
4200000	0.007451
4200000	0.007447
4200000	0.007447
4200000	0.007452
4200000	0.007457
4200000	0.007469
4200000	0.007457
5100000	0.009062
5100000	0.009057
5100000	0.009055
5100000	0.009056
